Gene_id	Description	T5min_1	T5min_2	T5min_3	T15min_1	T15min_2	T15min_3	T4h_1	T4h_2	T4h_3	T8h_1	T8h_2	T8h_3	T12h_1	T12h_2	T12h_3	T24h_1	T24h_2	T24h_3	T48h_1	T48h_2	T48h_3	T72h_1	T72h_2	T72h_3	T120h_1	T120h_2	T120h_3	T221h_1	T221h_2	T221h_3	T288h_1	T288h_2	T288h_3	T290h_1	T290h_2	T290h_3	T292h_1	T292h_2	T292h_3	T294h_1	T294h_2	T294h_3	T296h_1	T296h_2	T296h_3	T296h_1prim	T296h_2prim	T296h_3prim
CEG44268	family_3_glycoside_hydrolase	415	520	385	346	411	346	7	6	2	6	12	22	18	0	15	3	0	9	1	10	0	1	1	10	14	3	10	103	16	72	186	300	160	81	199	139	93	86	92	92	75	122	97	147	115	184	193	161
CEG44269	hypothetical_protein_PHYSODRAFT_286339	273	302	304	364	410	295	2	2	9	0	0	7	4	2	3	5	0	7	3	18	9	6	7	10	13	12	20	109	27	128	235	214	123	140	318	250	110	140	162	105	147	223	118	132	101	160	149	195
CEG44270	hypothetical_protein	0	0	0	0	0	0	22	20	17	57	48	36	71	63	52	63	59	71	84	99	103	60	65	80	95	109	109	135	126	170	117	84	156	49	119	118	230	179	233	99	107	67	8	2	114	8	1	2
CEG44271	hypothetical_protein	11	2	8	15	17	11	0	0	0	0	0	0	0	0	3	0	0	0	1	4	0	0	0	0	0	0	0	4	1	22	11	8	2	6	15	16	17	15	27	47	13	28	53	49	12	28	58	41
CEG44272	TRANSPOSON	2	3	2	7	3	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	6	28	6	22	34	47	25	17	39	42	23	26	40	10	27	33	6	3	6	2	0	23
CEG44273	major_facilitator_superfamily	4862	4036	8044	4061	6712	7421	20	1	2	6	8	10	3	5	8	9	0	2	0	6	0	6	0	7	21	12	15	378	97	437	393	495	271	217	342	346	201	130	156	117	109	200	177	1151	182	916	687	4957
CEG44274	tkl_protein_kinase	33	31	51	31	48	41	0	3	0	0	11	4	11	0	10	1	0	0	5	16	0	13	6	6	28	12	14	145	27	85	150	255	127	62	144	137	58	78	67	68	82	152	28	14	51	24	34	34
CEG44275	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG44276	tkl_protein_kinase	39	30	66	41	56	96	1	4	2	1	10	4	0	1	1	2	4	4	9	3	0	0	0	5	5	8	14	198	74	254	262	517	271	100	94	108	90	61	53	256	132	249	49	29	104	4	7	41
CEG44277	tkl_protein_kinase	24	15	23	28	20	29	4	4	0	2	6	9	0	2	18	4	0	0	12	3	0	2	2	4	14	2	14	193	65	139	226	340	195	55	58	79	65	22	30	138	122	170	19	24	103	6	26	18
CEG44278	xpa-binding_protein_expressed	107	101	119	143	169	163	15	23	47	19	37	25	22	5	10	10	10	35	22	35	32	7	16	46	91	62	65	614	118	579	669	819	591	355	796	724	387	235	288	298	371	401	138	57	569	48	76	178
CEG44279	hypothetical_protein	618	731	787	638	962	1100	10	25	39	14	28	27	20	6	8	16	1	12	26	31	1	15	8	11	65	37	57	311	105	429	543	618	348	266	712	773	442	361	439	295	328	458	366	672	200	758	761	1038
CEG44280	myb-like_dna-binding	160	205	258	233	315	290	1	20	24	3	7	11	2	2	2	5	8	6	8	9	0	2	3	3	9	5	19	79	25	90	174	198	108	70	144	215	143	151	162	134	174	252	145	216	108	328	244	253
CEG44281	myb-like_dna-binding	236	179	183	245	219	200	5	14	24	3	17	12	2	15	2	1	6	7	7	17	3	4	1	2	8	10	24	104	30	80	79	126	86	87	159	136	75	74	61	108	104	161	148	219	76	472	219	158
CEG44282	Vacuolar_sorting_protein_9	50	47	58	100	130	122	13	22	52	7	49	44	2	6	23	3	2	8	6	20	1	6	13	2	18	21	32	137	43	203	218	279	126	129	268	247	130	122	151	145	134	260	128	137	88	169	203	188
CEG44283	hypothetical_protein	1	1	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0
CEG44284	myosin-like_protein	278	294	289	369	453	439	90	236	425	66	327	181	82	66	152	57	21	40	15	37	6	17	7	24	18	21	35	180	39	175	326	539	395	262	397	397	345	259	319	1122	637	942	1675	1745	694	1058	1336	1470
CEG44285	camk_protein_kinase	578	517	645	716	722	607	114	353	440	6	45	24	15	5	16	7	15	21	3	3	5	6	8	7	18	14	11	276	79	339	421	1010	630	310	353	513	674	491	522	1792	1137	2037	4572	7053	1549	4417	4975	4110
CEG44286	60s_ribosomal_protein	15028	20744	13818	17334	16323	12723	179	319	457	265	664	545	419	199	436	439	130	553	1275	2400	847	1018	1276	2014	5357	2777	4258	21779	6866	18149	21627	24646	14766	10038	14090	17433	12544	8217	10094	10434	12395	14594	10342	9738	13699	15541	15241	16546
CEG44287	hypothetical_protein	461	329	309	504	441	367	5	4	16	9	26	4	15	6	16	6	0	8	6	12	5	7	13	13	48	19	36	242	41	181	315	402	233	176	226	303	191	209	198	237	189	320	354	435	159	354	326	484
CEG44288	dihydroxyacetone_kinase	129	144	168	176	224	228	0	0	4	0	0	9	6	3	0	1	3	0	9	14	10	2	5	10	84	54	92	622	131	751	1001	1133	566	539	938	1358	807	785	894	502	573	983	830	1198	307	1224	1237	1203
CEG44289	hypothetical_protein	52769	39416	32145	36968	28581	26164	24	14	14	10	17	20	13	9	11	6	4	8	10	8	0	0	2	0	7	3	7	20	1	12	27	32	15	5	27	47	24	22	32	59	42	49	203	2546	64	1800	945	6682
CEG44290	small_nucleolar_ribonucleoprotein_u3_component	860	810	622	711	679	725	10	13	22	20	61	15	19	17	20	26	1	42	20	34	36	11	34	28	58	47	54	287	68	248	261	320	243	136	162	169	161	82	105	199	174	219	245	272	238	165	285	390
CEG44291	trna_pseudouridine_synthase	503	489	692	1118	1373	1311	33	105	142	40	161	107	40	27	52	72	21	76	85	74	68	79	104	202	231	161	263	1991	328	1632	1543	1565	1095	638	707	846	581	208	314	695	754	656	473	446	1307	250	478	1169
CEG44292	hypothetical_protein	473	222	288	342	310	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	6	29	54	79	27	45	94	89	142	80	144	122	93	130	364	739	48	726	519	1040
CEG44293	Uncharacterized_conserved_protein	1514	1261	1340	1787	1891	1370	1	0	6	0	0	2	0	0	0	12	3	16	6	36	0	1	5	0	5	5	3	268	33	269	157	292	107	329	522	633	725	677	672	1176	888	1452	3638	5582	660	5793	5093	6680
CEG44294	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG44295	hypothetical_protein	23	8	30	16	25	28	0	0	1	2	7	1	2	0	3	9	0	2	0	0	0	0	0	1	7	1	1	31	17	58	63	95	18	17	70	41	25	19	24	37	48	84	15	55	27	32	66	46
CEG44296	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG44297	hypothetical_protein	15	17	16	22	30	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	1	11	3	20	24	48	20	24	62	64	40	20	33	29	37	67	20	54	15	21	42	28
CEG44298	heat_shock_70_kda_protein	411	407	431	3625	3759	3025	0	0	1	0	2	5	0	0	0	0	0	0	1	9	0	2	4	0	4	0	6	612	437	452	176	365	71	199	131	159	1213	127	98	2067	308	71	43	2057	2165	145	728	1801
CEG44299	hypothetical_protein	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG44300	creatine_kinase	6353	6015	9604	6813	8983	9317	1	15	28	2	4	0	5	0	2	0	2	0	14	33	8	6	3	26	115	41	114	889	227	957	1181	1910	884	1587	2396	3081	2107	2175	2244	2001	1856	3056	3850	7190	1067	9420	7549	8716
CEG44301	hypothetical_protein	4	4	8	3	1	0	0	0	0	1	1	0	0	0	2	2	0	0	0	2	0	0	0	0	11	2	2	13	0	7	49	62	22	28	82	81	32	19	8	9	29	41	4	2	22	3	21	9
CEG44302	hypothetical_protein	24	12	11	21	11	7	0	0	0	0	0	0	7	0	0	1	0	1	3	18	0	6	5	8	10	9	31	247	66	227	439	403	238	162	278	249	190	93	112	169	134	194	114	75	225	42	80	103
CEG44303	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG44304	Protein_of_unknown_function_DUF3752	783	848	1160	937	1153	1169	78	78	132	180	445	397	157	153	178	99	49	145	71	93	25	31	29	65	229	101	179	1334	292	1257	1923	2289	1294	1392	2510	2459	1618	1441	1542	1322	1291	2142	1303	1678	1036	1729	1767	1928
CEG44305	p53-mediated_apoptosis_protein_EI24/PIG8	1586	1529	1883	2530	2610	2212	68	83	72	39	156	109	47	53	64	54	19	43	65	111	27	21	65	45	221	119	207	1448	329	1348	2356	2767	1543	1667	2580	2782	1739	1542	1712	1404	1414	2399	1467	2086	1345	2289	2047	2563
CEG44306	probable_importin_subunit_beta-4-like	582	652	915	752	1062	966	28	25	69	12	54	29	38	23	48	54	25	101	119	130	72	77	81	175	269	169	279	1496	174	1256	1231	1414	935	463	970	1020	569	252	373	728	559	719	1607	2207	1603	2501	2372	2722
CEG44307	endo--beta	488	405	673	702	851	1050	11	0	11	0	8	0	0	1	2	5	0	9	7	1	1	6	10	13	22	3	21	151	38	155	305	532	296	222	208	381	213	195	235	314	204	350	6795	3451	1965	1718	2354	5972
CEG44308	origin_recognition_complex_subunit_1-like	526	648	744	834	1192	1213	5	3	1	5	0	5	7	8	4	7	0	6	14	10	6	11	5	6	46	22	34	207	64	192	337	467	221	215	422	387	276	218	268	271	270	396	2837	2089	773	1209	1435	4472
CEG44309	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG44310	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
CEG44311	RxLR-like_protein	32	30	13	16	18	16	0	18	6	16	26	24	14	18	5	2	5	4	4	8	3	2	6	8	2	9	4	31	19	30	33	129	92	33	44	35	40	43	22	216	148	193	240	109	104	14	50	30
CEG44312	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
CEG44313	conserved_hypothetical_protein	8651	3753	4846	6993	6846	5710	486	731	1241	407	1480	966	370	445	392	183	87	217	61	49	24	25	46	59	182	95	154	1031	229	910	911	1211	585	668	988	1283	1219	1381	1516	3745	2997	4804	7153	6796	2847	7678	5683	8646
CEG44314	hypothetical_protein	274	171	176	187	165	138	46	71	73	96	266	134	73	77	57	47	25	45	22	8	2	1	2	2	0	0	0	71	4	56	140	327	156	78	117	119	231	167	174	1312	512	687	610	562	353	119	157	318
CEG44315	transmembrane_protein	18	12	28	35	36	34	0	0	0	0	0	0	3	0	0	1	0	0	5	31	5	4	19	13	68	25	64	366	105	464	640	760	365	402	642	978	503	449	584	444	468	638	249	356	254	249	366	436
CEG44316	START-like_domain	307	301	401	284	358	363	9	6	23	10	41	33	20	8	16	23	14	28	26	20	1	5	14	17	36	16	21	220	59	263	367	569	258	290	493	560	379	377	425	1032	637	1078	2636	1891	949	833	1379	944
CEG44317	elicitin-like_protein	514	641	695	642	555	555	21	6	24	62	143	76	66	58	72	39	39	43	41	20	1	1	5	12	18	4	18	760	56	500	507	1316	631	777	923	1177	3439	3794	3382	12723	5930	10499	50951	40645	10535	28252	32431	13260
CEG44318	elicitin-like_protein	106	111	94	163	113	133	563	1095	1981	775	1882	1439	679	496	797	422	273	547	54	61	29	13	15	35	84	37	71	276	72	209	623	834	427	386	753	627	546	483	424	635	652	1043	106	63	199	21	61	28
CEG44319	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG44320	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG44321	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG44322	hypothetical_protein	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG44323	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG44324	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CEG44325	hypothetical_protein	232	236	384	341	400	406	1827	3945	6641	582	2063	1300	869	571	833	315	116	319	345	360	122	115	145	244	590	330	484	804	350	961	1132	1321	812	708	1431	980	911	458	614	507	685	810	324	356	720	488	471	567
CEG44326	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
CEG44327	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG44328	hypothetical_protein	156	174	253	154	204	203	7	10	10	5	25	18	21	1	12	6	0	13	6	12	2	8	2	2	21	20	16	140	29	133	204	307	111	129	246	299	216	175	159	153	107	265	794	1167	149	1269	1035	1217
CEG44329	serine_protease_family	1088	1103	1037	1305	1382	1162	0	6	8	29	64	19	38	16	19	6	12	18	13	27	6	4	3	19	62	25	73	565	154	526	1026	1159	624	719	1229	1160	808	742	820	749	729	1046	1504	2225	381	2457	2036	2485
CEG44330	Histone-fold	123	88	173	111	208	168	21	61	101	7	34	35	11	5	5	16	7	23	27	5	3	5	7	11	46	24	51	124	32	136	215	243	161	98	205	181	29	53	69	49	80	95	38	20	95	33	31	26
CEG44331	DASH_complex_subunit_Ask1	308	319	561	308	421	487	25	39	89	7	25	21	16	9	3	15	8	6	13	10	0	21	9	18	43	20	55	298	85	338	540	632	369	345	890	786	429	409	582	359	468	732	1121	1456	448	1426	1693	1623
CEG44332	hypothetical_protein	1519	1521	2478	1654	2291	2314	5	29	24	14	30	19	12	19	15	10	2	6	16	7	14	20	9	11	28	16	20	149	52	202	204	345	277	278	431	405	225	208	332	260	257	566	7074	7760	1446	7627	7902	8291
CEG44333	hypothetical_protein_L915_17322	6281	7902	8419	5084	7066	7849	54	36	96	35	85	96	16	17	37	8	3	23	10	3	9	1	2	0	10	1	0	658	127	651	820	1210	577	593	1136	1429	1416	1327	1744	2502	1513	2704	17863	28846	3533	36052	28118	26169
CEG44334	hypothetical_protein_F444_17830	697	737	927	894	1143	1192	8	0	4	0	0	2	0	1	0	2	1	16	0	7	1	0	0	0	0	0	0	3	3	24	41	61	36	30	40	37	18	42	29	212	39	44	1441	1933	325	2984	2980	2148
CEG44335	hypothetical_protein	406	381	488	520	586	490	13	29	47	17	35	11	22	3	8	13	10	25	25	28	12	13	19	15	81	55	56	288	74	250	266	342	234	201	402	281	214	183	235	140	162	256	230	197	195	234	214	268
CEG44336	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG44337	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG44338	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG44339	hypothetical_protein	23	27	30	28	19	20	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	1	1	0	3	1	8	1	0	0	1	0	1	2	4	3	3	1	16	0	17	12	33
CEG44340	hypothetical_protein	30	32	44	41	54	53	2	7	10	0	3	0	4	0	2	0	0	0	0	3	0	0	0	0	1	0	1	9	6	10	8	27	6	6	14	12	12	13	25	11	9	4	27	52	4	59	34	76
CEG44341	30s_ribosomal_protein_s9	228	178	219	368	332	306	3	6	14	13	36	9	31	5	3	16	6	24	39	73	37	49	38	63	183	143	184	764	188	752	864	1103	631	462	778	848	468	371	445	376	465	676	322	271	529	322	315	319
CEG44342	snf7-domain-containing_protein	1743	1306	1075	1441	1164	1074	0	8	11	6	46	32	8	7	47	14	10	25	10	52	17	7	20	23	60	56	62	466	134	460	694	921	524	475	857	803	561	466	451	340	523	576	1265	1426	402	1670	1355	1958
CEG44343	hypothetical_protein	2247	1466	1433	2071	1690	1283	0	4	3	4	11	0	6	3	8	10	0	5	10	10	0	1	1	1	14	12	13	94	27	72	144	177	100	114	197	204	132	170	202	224	215	411	4088	4262	499	4021	2996	3483
CEG44344	protein_transport_protein_sec13	788	757	674	1170	1130	923	27	32	45	20	88	53	31	20	48	22	8	25	87	113	28	50	45	95	360	156	245	1539	363	1453	2076	2658	1436	1398	2758	2580	1919	1731	1774	1846	1754	2492	2010	2289	1085	2055	2276	2278
CEG44345	Predicted_membrane_protein	1152	1061	728	904	741	654	37	41	66	64	188	111	84	52	78	87	39	27	47	109	29	6	17	33	90	39	81	839	175	622	990	1508	927	594	802	1184	922	879	907	1320	1148	1759	2080	1766	821	1828	1457	1448
CEG44346	hypothetical_protein	1341	1611	1815	1358	1589	1627	8	17	38	3	20	7	19	4	28	21	5	17	27	36	10	9	11	9	32	17	31	369	67	385	403	749	346	336	379	578	412	532	518	780	452	828	1759	2612	741	2723	2830	2288
CEG44347	conserved_hypothetical_protein	971	907	981	881	919	1052	7	4	15	9	32	35	43	13	8	36	13	41	77	127	27	33	40	69	251	137	200	1239	445	1216	1555	1985	1132	1107	2207	2343	1399	1191	1424	980	1142	1952	1350	1907	782	2252	2120	2571
CEG44348	tyrosine-protein_phosphatase_non-receptor_type_9	991	334	447	1088	970	853	7	8	12	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	10	5	0	1	0	0	0	0	1	8	1	9	4	10
CEG44349	hypothetical_protein	479	212	255	453	477	339	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	8	14	32	21	17	28	27	21	51	25	37	48	68	221	284	46	310	226	355
CEG44350	hypothetical_protein	2361	1398	1491	1298	988	1092	0	28	23	3	0	0	0	0	0	0	0	1	8	1	0	0	0	0	0	0	0	14	1	17	18	36	29	13	38	24	16	33	33	22	19	55	116	181	30	192	147	177
CEG44351	mitochondrial_pyruvate_carrier_2-like	2369	2221	1731	2137	1669	1551	5	34	25	7	45	24	21	23	14	53	11	62	97	264	79	95	89	137	545	296	438	2199	634	2010	2437	3289	2065	1569	2465	2821	2020	1647	1928	1593	1976	2576	1682	1785	1280	1939	2478	1688
CEG44352	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
CEG44353	Peroxisomal_membrane_anchor_protein_(peroxin)	2878	2261	2377	2884	2813	2356	21	32	49	30	25	15	17	34	37	33	9	17	67	102	15	41	26	45	131	73	103	893	293	886	1118	1570	890	882	1753	1554	1080	928	1090	1597	1357	2094	3833	4297	1234	4702	4157	4070
CEG44354	cyclin-like_protein	2111	2387	3126	2467	3488	3267	41	97	179	55	136	120	72	75	83	54	20	53	92	94	28	33	33	71	129	113	173	1417	339	1348	1995	2811	1480	1369	2351	1968	1629	1224	1437	2237	1666	2531	4684	6649	2116	7033	6240	6975
CEG44355	hypothetical_protein	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	2
CEG44356	hypothetical_protein	0	3	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CEG44357	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1
CEG44358	Immunoglobulin-like_fold	596	957	1308	506	815	995	1	11	10	6	6	14	5	2	9	3	0	1	3	18	1	2	3	3	17	9	8	363	76	363	606	1073	491	530	587	674	688	692	681	1094	732	1312	867	1002	722	1556	1885	1379
CEG44359	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CEG44360	hypothetical_protein	2335	1367	1836	2957	3392	2683	3	14	6	0	0	5	0	0	4	0	0	0	5	0	0	0	0	0	6	2	0	27	0	23	72	98	41	34	93	58	34	49	71	62	46	94	78	138	21	112	88	145
CEG44361	hypothetical_protein	9	2	8	3	8	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
CEG44362	serine_threonine_protein_kinase	80	88	66	129	145	101	2	34	30	0	0	2	0	2	0	0	0	0	4	4	0	1	0	1	0	0	0	0	1	5	6	11	7	11	5	6	1	5	12	12	5	16	66	93	18	95	73	95
CEG44363	hypothetical_protein	3726	4399	6660	6837	8271	7445	229	592	738	10	31	52	14	8	25	1	2	4	2	5	2	5	1	4	0	5	0	165	36	171	325	783	375	315	490	421	232	352	357	1101	483	932	3638	5048	1162	4048	4732	3091
CEG44364	F-box_domain	2058	2156	2860	2018	2915	3053	11	13	8	1	15	5	11	3	4	1	15	8	23	37	14	13	25	48	112	62	121	1437	258	1453	2088	2396	1147	773	1462	1394	1730	1353	1868	2238	1377	2741	1517	2928	1355	2803	3314	5735
CEG44365	copper_transport_protein_atox1	6430	5773	4137	4452	3467	3520	108	127	193	142	508	311	195	136	158	254	57	142	171	457	168	141	259	260	1077	670	1171	23881	5983	14941	28525	31754	17333	11432	8697	18666	17031	14069	13892	14256	15714	20381	8373	9085	10029	5568	6436	8473
CEG44366	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
CEG44367	hypothetical_protein	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG44368	dna_replication_complex_gins_protein_psf3	792	931	665	932	930	752	0	5	3	3	6	3	10	2	4	2	0	2	8	13	3	4	2	21	30	7	40	210	53	180	184	315	149	209	442	377	282	237	232	240	230	360	356	581	142	569	497	680
CEG44369	hypothetical_protein	16	14	22	26	50	23	4	5	5	0	0	0	1	1	2	0	0	0	0	1	0	9	0	3	3	0	3	39	10	32	77	51	32	46	93	78	19	9	31	21	15	30	11	21	7	9	32	26
CEG44370	hect_e3_ubiquitin	653	654	803	817	1089	1040	101	118	210	48	146	93	71	60	64	42	18	39	52	37	12	14	21	24	75	35	51	684	161	573	831	1130	686	489	869	819	499	400	499	869	742	1230	1878	2080	623	2442	2218	2040
CEG44371	hypothetical_protein_PHYSODRAFT_492537	863	1056	1447	1124	1409	1526	39	54	77	37	69	53	29	34	50	35	12	18	47	111	32	51	39	73	290	146	206	1410	378	1319	2146	2738	1572	1369	2703	2350	1423	1298	1355	1308	1321	2171	1335	1439	1493	1674	1847	1766
CEG44372	clathrin_heavy_chain	22878	24455	33046	22791	30496	35541	45	105	105	7	17	33	15	3	34	54	14	75	248	340	108	145	195	341	1258	656	1098	4948	1206	5240	9078	13276	6773	7189	13378	14748	10390	9221	10601	9558	8561	12297	30136	51542	8361	67454	58534	52107
CEG44373	hypothetical_protein	418	384	467	443	556	512	3	2	21	12	7	17	4	3	5	2	0	0	2	18	6	3	11	7	56	12	24	166	39	163	265	387	156	170	306	436	219	241	281	275	222	339	406	660	185	524	810	881
CEG44374	hypothetical_protein	743	744	565	934	776	640	1	8	10	2	12	10	3	2	0	11	0	4	10	25	1	3	17	16	48	23	23	342	64	244	483	555	254	314	439	539	325	344	344	402	358	584	404	500	252	449	435	518
CEG44375	phosphatidylinositol-glycan_biosynthesis_class_f_protein	385	408	321	457	439	370	0	0	0	7	4	5	3	7	4	5	5	0	17	18	13	3	7	18	51	37	63	421	114	376	614	694	476	359	582	634	464	442	494	498	462	806	439	508	388	550	626	590
CEG44376	Uncharacterized_conserved_protein	2389	3272	3622	2481	3657	3746	31	36	104	28	16	17	42	44	29	40	24	70	85	150	44	77	41	58	331	138	250	1043	301	1371	2227	2719	1653	1474	2918	2767	1537	1310	1275	1810	1252	2292	3242	5721	1854	5500	6187	5519
CEG44377	ctl-like_protein_ddb_g0274487-like	1938	2110	3240	2598	3677	3738	9	32	22	8	24	15	10	8	3	2	5	9	10	20	5	5	13	12	26	27	41	296	44	315	363	499	250	269	495	566	369	393	390	362	310	530	2674	3231	567	4823	3722	3277
CEG44378	hypothetical_protein	785	657	636	580	500	563	0	2	0	0	0	3	2	0	6	0	0	1	0	1	0	0	3	4	1	0	5	20	0	26	30	45	36	12	24	61	65	26	28	84	34	101	371	408	109	500	508	596
CEG44379	dynein_light_chain_axonemal-like	915	632	527	648	495	492	0	11	1	0	4	5	9	2	7	3	0	1	2	12	3	2	1	5	12	7	15	271	76	306	380	589	269	271	419	537	646	694	668	601	531	734	1204	1509	276	1154	1064	1147
CEG44380	dna_partial	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG44381	cmgc_mapk_protein_kinase	230	210	159	250	233	228	10	24	41	3	39	18	7	11	0	17	0	24	1	32	1	2	7	4	38	10	32	181	58	228	285	405	217	170	323	377	257	188	195	233	198	266	122	203	103	133	166	327
